station_id,station_name,observed_at,date,month,variable_code,value,value_text,unit,quality_flag,quality_note,source_name,source_file,source_row,source_unit,conversion_rule,value_origin
TAIHU_ET,TAIHU_ET,2009-11-01 00:00:00,2009-11-01,2009-11,tp,0.07321666666666667,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:22:ET,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2009-11-01 00:00:00,2009-11-01,2009-11,codmn,4.9127516778523495,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:22:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2009-11-01 00:00:00,2009-11-01,2009-11,do,11.421188630490954,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:22:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2009-11-01 00:00:00,2009-11-01,2009-11,nh4_n,0.4750666666666666,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:22:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2009-11-01 00:00:00,2009-11-01,2009-11,no2_n,0.008354666666666666,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:22:GH,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_GH,TAIHU_GH,2009-11-01 00:00:00,2009-11-01,2009-11,no3_n,0.26216666666666666,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:22:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2009-11-01 00:00:00,2009-11-01,2009-11,ph,7.846666666666667,,,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:22:GH,(-),,observed
TAIHU_GH,TAIHU_GH,2009-11-01 00:00:00,2009-11-01,2009-11,phyto_biomass,0.13562666666666667,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:22:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2009-11-01 00:00:00,2009-11-01,2009-11,po4_p,0.026536666666666667,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:22:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2009-11-01 00:00:00,2009-11-01,2009-11,tn,1.6955333333333333,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TN:22:GH,(mg/L),,observed
TAIHU_GH,TAIHU_GH,2009-11-01 00:00:00,2009-11-01,2009-11,tp,0.12596666666666667,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:22:GH,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2009-11-01 00:00:00,2009-11-01,2009-11,codmn,5.564717162032599,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:22:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2009-11-01 00:00:00,2009-11-01,2009-11,do,10.448504983388704,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:22:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2009-11-01 00:00:00,2009-11-01,2009-11,nh4_n,0.9435285714285715,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:22:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2009-11-01 00:00:00,2009-11-01,2009-11,no2_n,0.052866142857142855,,mg/L,"Q05,Q12",超出物理合理范围(0.0-20.0); 湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:22:ML,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_ML,TAIHU_ML,2009-11-01 00:00:00,2009-11-01,2009-11,no3_n,0.7064285714285715,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:22:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2009-11-01 00:00:00,2009-11-01,2009-11,ph,7.84857142857143,,,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:22:ML,(-),,observed
TAIHU_ML,TAIHU_ML,2009-11-01 00:00:00,2009-11-01,2009-11,phyto_biomass,0.34047342857142854,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:22:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2009-11-01 00:00:00,2009-11-01,2009-11,po4_p,0.04240857142857143,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:22:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2009-11-01 00:00:00,2009-11-01,2009-11,tn,2.8844999999999996,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TN:22:ML,(mg/L),,observed
TAIHU_ML,TAIHU_ML,2009-11-01 00:00:00,2009-11-01,2009-11,tp,0.17981714285714287,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:22:ML,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2009-11-01 00:00:00,2009-11-01,2009-11,codmn,4.903803131991052,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:22:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2009-11-01 00:00:00,2009-11-01,2009-11,do,11.50516795865633,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:22:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2009-11-01 00:00:00,2009-11-01,2009-11,nh4_n,0.6726666666666666,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:22:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2009-11-01 00:00:00,2009-11-01,2009-11,no2_n,0.017875333333333333,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:22:ST,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_ST,TAIHU_ST,2009-11-01 00:00:00,2009-11-01,2009-11,no3_n,0.9450000000000002,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:22:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2009-11-01 00:00:00,2009-11-01,2009-11,ph,7.756666666666667,,,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:22:ST,(-),,observed
TAIHU_ST,TAIHU_ST,2009-11-01 00:00:00,2009-11-01,2009-11,phyto_biomass,0.0012250000000000002,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:22:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2009-11-01 00:00:00,2009-11-01,2009-11,po4_p,0.028663333333333332,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:22:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2009-11-01 00:00:00,2009-11-01,2009-11,tn,2.892933333333333,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TN:22:ST,(mg/L),,observed
TAIHU_ST,TAIHU_ST,2009-11-01 00:00:00,2009-11-01,2009-11,tp,0.1524,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:22:ST,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2009-11-01 00:00:00,2009-11-01,2009-11,codmn,4.986734313412166,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:22:Whole Lake,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2009-11-01 00:00:00,2009-11-01,2009-11,do,10.927510151347361,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:22:Whole Lake,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2009-11-01 00:00:00,2009-11-01,2009-11,nh4_n,0.7887450297619047,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:22:Whole Lake,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2009-11-01 00:00:00,2009-11-01,2009-11,no2_n,0.030029094940476193,,mg/L,Q05,超出物理合理范围(0.0-20.0),taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:22:Whole Lake,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_WHOLE,TAIHU_WHOLE,2009-11-01 00:00:00,2009-11-01,2009-11,no3_n,0.6987364360119049,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:22:Whole Lake,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2009-11-01 00:00:00,2009-11-01,2009-11,ph,7.788300595238095,,,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:22:Whole Lake,(-),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2009-11-01 00:00:00,2009-11-01,2009-11,phyto_biomass,0.36720938690476185,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:22:Whole Lake,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2009-11-01 00:00:00,2009-11-01,2009-11,po4_p,0.032142625595238096,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:22:Whole Lake,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2009-11-01 00:00:00,2009-11-01,2009-11,tn,2.68972875,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TN:22:Whole Lake,(mg/L),,observed
TAIHU_WHOLE,TAIHU_WHOLE,2009-11-01 00:00:00,2009-11-01,2009-11,tp,0.1316149761904762,,mg/L,Q00,,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:22:Whole Lake,(mg/L),,observed
TAIHU_WT,TAIHU_WT,2009-11-01 00:00:00,2009-11-01,2009-11,codmn,4.574944071588368,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:22:WT,(mg/L),,observed
TAIHU_WT,TAIHU_WT,2009-11-01 00:00:00,2009-11-01,2009-11,do,10.784883720930232,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:22:WT,(mg/L),,observed
TAIHU_WT,TAIHU_WT,2009-11-01 00:00:00,2009-11-01,2009-11,nh4_n,0.8386250000000001,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:22:WT,(mg/L),,observed
TAIHU_WT,TAIHU_WT,2009-11-01 00:00:00,2009-11-01,2009-11,no2_n,0.027363750000000003,,mg/L,"Q05,Q12",超出物理合理范围(0.0-20.0); 湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:22:WT,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_WT,TAIHU_WT,2009-11-01 00:00:00,2009-11-01,2009-11,no3_n,0.8024062500000001,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:22:WT,(mg/L),,observed
TAIHU_WT,TAIHU_WT,2009-11-01 00:00:00,2009-11-01,2009-11,ph,7.757499999999999,,,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:22:WT,(-),,observed
TAIHU_WT,TAIHU_WT,2009-11-01 00:00:00,2009-11-01,2009-11,phyto_biomass,0.22607400000000002,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:22:WT,(mg/L),,observed
TAIHU_WT,TAIHU_WT,2009-11-01 00:00:00,2009-11-01,2009-11,po4_p,0.0288125,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:22:WT,(mg/L),,observed
TAIHU_WT,TAIHU_WT,2009-11-01 00:00:00,2009-11-01,2009-11,tn,2.96035,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TN:22:WT,(mg/L),,observed
TAIHU_WT,TAIHU_WT,2009-11-01 00:00:00,2009-11-01,2009-11,tp,0.1147,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:22:WT,(mg/L),,observed
TAIHU_XK,TAIHU_XK,2009-11-01 00:00:00,2009-11-01,2009-11,codmn,4.225503355704698,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:22:XK,(mg/L),,observed
TAIHU_XK,TAIHU_XK,2009-11-01 00:00:00,2009-11-01,2009-11,do,11.422480620155039,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:22:XK,(mg/L),,observed
TAIHU_XK,TAIHU_XK,2009-11-01 00:00:00,2009-11-01,2009-11,nh4_n,0.29514,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:22:XK,(mg/L),,observed
TAIHU_XK,TAIHU_XK,2009-11-01 00:00:00,2009-11-01,2009-11,no2_n,0.0048172,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:22:XK,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_XK,TAIHU_XK,2009-11-01 00:00:00,2009-11-01,2009-11,no3_n,0.2259525,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:22:XK,(mg/L),,observed
TAIHU_XK,TAIHU_XK,2009-11-01 00:00:00,2009-11-01,2009-11,ph,7.802,,,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:22:XK,(-),,observed
TAIHU_XK,TAIHU_XK,2009-11-01 00:00:00,2009-11-01,2009-11,phyto_biomass,0.126136,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:22:XK,(mg/L),,observed
TAIHU_XK,TAIHU_XK,2009-11-01 00:00:00,2009-11-01,2009-11,po4_p,0.0102766,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:22:XK,(mg/L),,observed
TAIHU_XK,TAIHU_XK,2009-11-01 00:00:00,2009-11-01,2009-11,tn,1.26698,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TN:22:XK,(mg/L),,observed
TAIHU_XK,TAIHU_XK,2009-11-01 00:00:00,2009-11-01,2009-11,tp,0.068486,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:22:XK,(mg/L),,observed
TAIHU_ZS,TAIHU_ZS,2009-11-01 00:00:00,2009-11-01,2009-11,codmn,6.0,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,CODMn:22:ZS,(mg/L),,observed
TAIHU_ZS,TAIHU_ZS,2009-11-01 00:00:00,2009-11-01,2009-11,do,8.866279069767442,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,DO:22:ZS,(mg/L),,observed
TAIHU_ZS,TAIHU_ZS,2009-11-01 00:00:00,2009-11-01,2009-11,nh4_n,2.0939,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NH4-N:22:ZS,(mg/L),,observed
TAIHU_ZS,TAIHU_ZS,2009-11-01 00:00:00,2009-11-01,2009-11,no2_n,0.106385,,mg/L,"Q05,Q12",超出物理合理范围(0.0-20.0); 湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO2-N:22:ZS,(μg/L),NO2-N: µg/L -> mg/L (÷1000),observed
TAIHU_ZS,TAIHU_ZS,2009-11-01 00:00:00,2009-11-01,2009-11,no3_n,1.8076875000000001,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,NO3-N:22:ZS,(mg/L),,observed
TAIHU_ZS,TAIHU_ZS,2009-11-01 00:00:00,2009-11-01,2009-11,ph,7.665,,,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,pH:22:ZS,(-),,observed
TAIHU_ZS,TAIHU_ZS,2009-11-01 00:00:00,2009-11-01,2009-11,phyto_biomass,0.59276,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_biomass:22:ZS,(mg/L),,observed
TAIHU_ZS,TAIHU_ZS,2009-11-01 00:00:00,2009-11-01,2009-11,po4_p,0.082895,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,PO4-P:22:ZS,(mg/L),,observed
TAIHU_ZS,TAIHU_ZS,2009-11-01 00:00:00,2009-11-01,2009-11,tn,5.838,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TN:22:ZS,(mg/L),,observed
TAIHU_ZS,TAIHU_ZS,2009-11-01 00:00:00,2009-11-01,2009-11,tp,0.22660000000000002,,mg/L,Q12,湖区无坐标元数据; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,TP:22:ZS,(mg/L),,observed
TAIHU_Chlorophyta,TAIHU_Chlorophyta,2010-01-01 00:00:00,2010-01-01,2010-01,phyto_number,436781.25,,cells/L,"Q12,Q13",湖区无坐标元数据; 年尺度; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_number:8:Chlorophyta,(Cells/L),,observed
TAIHU_Chrysophyceae,TAIHU_Chrysophyceae,2010-01-01 00:00:00,2010-01-01,2010-01,phyto_number,18145.833333333336,,cells/L,"Q12,Q13",湖区无坐标元数据; 年尺度; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Phyto_number:8:Chrysophyceae,(Cells/L),,observed
TAIHU_Cladocera,TAIHU_Cladocera,2010-01-01 00:00:00,2010-01-01,2010-01,zoo_biomass,3.516226557539682,,mg/L,"Q12,Q13",湖区无坐标元数据; 年尺度; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Zoo_biomass:6:Cladocera,(mg/L),,observed
TAIHU_Cladocera,TAIHU_Cladocera,2010-01-01 00:00:00,2010-01-01,2010-01,zoo_biomass,4.128061904761905,,mg/L,"Q12,Q13",湖区无坐标元数据; 年尺度; 数据源未提供湖区坐标,taihu_thqbca_v2_water_quality,storage\raw\taihu_thqbca_zenodo\extracted\THQBCA-V2\1.WaterQuality\1WaterQuality.xlsx,Zoo_biomass:20:Cladocera,(mg/L),,observed
