entity_type,entity_id,feature_name,value,unit,quality_flag,quality_note,source_name,source_file,acquisition_date
basin,HYBAS_4080694350,landcover_permanent_water_pct,0.003901374085013484,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080694350,landcover_herbaceous_wetland_pct,2.0707589572364196e-05,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080694350,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080694350,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:13
basin,HYBAS_4080731010,area_km2,3639.9,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:13
basin,HYBAS_4080731010,distance_to_taihu_boundary_km,72.7542583634617,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:13
basin,HYBAS_4080731010,elevation_mean_m,111.89350891113281,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:14
basin,HYBAS_4080731010,elevation_median_m,69.62171936035156,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:14
basin,HYBAS_4080731010,elevation_std_m,99.35865020751953,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:14
basin,HYBAS_4080731010,elevation_min_m,14.5,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:14
basin,HYBAS_4080731010,elevation_max_m,658.3601684570312,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:14
basin,HYBAS_4080731010,elevation_valid_frac,0.4130590559140901,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:14
basin,HYBAS_4080731010,landcover_tree_pct,0.2459843436102205,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080731010,landcover_shrubland_pct,3.101343945246216e-06,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080731010,landcover_grassland_pct,0.01753379035059928,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080731010,landcover_cropland_pct,0.10694887929915749,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080731010,landcover_built_up_pct,0.03135921916376006,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080731010,landcover_bare_sparse_pct,0.006739260670214121,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080731010,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080731010,landcover_permanent_water_pct,0.004587854347677412,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080731010,landcover_herbaceous_wetland_pct,3.9713313376789203e-05,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080731010,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080731010,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080009890,area_km2,0.3,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:14
basin,HYBAS_4080009890,distance_to_taihu_boundary_km,43.29397966710501,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:14
basin,HYBAS_4080009890,elevation_mean_m,0.0,m,Q00,,copernicus_dem_glo30,storage\raw\static_geo\copernicus_dem_glo30\Copernicus_DSM_COG_10_N31_00_E120_00_DEM.tif,2026-08-24 01:15:14
basin,HYBAS_4080009890,elevation_median_m,0.0,m,Q00,,copernicus_dem_glo30,storage\raw\static_geo\copernicus_dem_glo30\Copernicus_DSM_COG_10_N31_00_E120_00_DEM.tif,2026-08-24 01:15:14
basin,HYBAS_4080009890,elevation_std_m,0.0,m,Q00,,copernicus_dem_glo30,storage\raw\static_geo\copernicus_dem_glo30\Copernicus_DSM_COG_10_N31_00_E120_00_DEM.tif,2026-08-24 01:15:14
basin,HYBAS_4080009890,elevation_min_m,0.0,m,Q00,,copernicus_dem_glo30,storage\raw\static_geo\copernicus_dem_glo30\Copernicus_DSM_COG_10_N31_00_E120_00_DEM.tif,2026-08-24 01:15:14
basin,HYBAS_4080009890,elevation_max_m,0.0,m,Q00,,copernicus_dem_glo30,storage\raw\static_geo\copernicus_dem_glo30\Copernicus_DSM_COG_10_N31_00_E120_00_DEM.tif,2026-08-24 01:15:14
basin,HYBAS_4080009890,elevation_valid_frac,0.7681451612903226,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:14
basin,HYBAS_4080009890,landcover_tree_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080009890,landcover_shrubland_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080009890,landcover_grassland_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080009890,landcover_cropland_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080009890,landcover_built_up_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080009890,landcover_bare_sparse_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080009890,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080009890,landcover_permanent_water_pct,0.8307124830130072,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080009890,landcover_herbaceous_wetland_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080009890,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080009890,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:14
basin,HYBAS_4080009900,area_km2,1105.4,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:14
basin,HYBAS_4080009900,distance_to_taihu_boundary_km,29.082289446181402,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:14
basin,HYBAS_4080009900,elevation_mean_m,6.054396152496338,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:15
basin,HYBAS_4080009900,elevation_median_m,4.765667915344238,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:15
basin,HYBAS_4080009900,elevation_std_m,10.965720176696777,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:15
basin,HYBAS_4080009900,elevation_min_m,-28.0,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:15
basin,HYBAS_4080009900,elevation_max_m,328.8294372558594,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:15
basin,HYBAS_4080009900,elevation_valid_frac,0.5252083872059354,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:15
basin,HYBAS_4080009900,landcover_tree_pct,0.0911648732480882,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009900,landcover_shrubland_pct,6.254773758362704e-06,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009900,landcover_grassland_pct,0.03368321483292996,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009900,landcover_cropland_pct,0.1399527556088785,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009900,landcover_built_up_pct,0.24018600834429957,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009900,landcover_bare_sparse_pct,0.016488626089337148,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009900,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009900,landcover_permanent_water_pct,0.022207466388139915,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009900,landcover_herbaceous_wetland_pct,0.00033376766865745813,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009900,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009900,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009910,area_km2,16.7,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:16
basin,HYBAS_4080009910,distance_to_taihu_boundary_km,42.23885839696453,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:16
basin,HYBAS_4080009910,elevation_mean_m,11.410222053527832,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009910,elevation_median_m,8.130127906799316,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009910,elevation_std_m,11.524514198303223,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009910,elevation_min_m,-0.42104843258857727,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009910,elevation_max_m,90.77787017822266,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009910,elevation_valid_frac,0.37534664746221813,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:16
basin,HYBAS_4080009910,landcover_tree_pct,0.08376032158240938,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009910,landcover_shrubland_pct,5.831402491175144e-06,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009910,landcover_grassland_pct,0.021080520005598145,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009910,landcover_cropland_pct,0.03230402600027991,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009910,landcover_built_up_pct,0.21999743418290388,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009910,landcover_bare_sparse_pct,0.00998724866655263,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009910,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009910,landcover_permanent_water_pct,0.07932845568911627,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009910,landcover_herbaceous_wetland_pct,0.00011079664733232774,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009910,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009910,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009920,area_km2,314.4,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:16
basin,HYBAS_4080009920,distance_to_taihu_boundary_km,37.33055189524197,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:16
basin,HYBAS_4080009920,elevation_mean_m,9.084481239318848,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009920,elevation_median_m,6.55655574798584,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009920,elevation_std_m,14.368474006652832,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009920,elevation_min_m,-7.821141242980957,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009920,elevation_max_m,258.8204650878906,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009920,elevation_valid_frac,0.4458395520636798,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:16
basin,HYBAS_4080009920,landcover_tree_pct,0.09754195512700505,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009920,landcover_shrubland_pct,1.3750057380047144e-06,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009920,landcover_grassland_pct,0.012610918010946316,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009920,landcover_cropland_pct,0.09309307117685472,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009920,landcover_built_up_pct,0.23065298176340468,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009920,landcover_bare_sparse_pct,0.010402341486694281,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009920,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009920,landcover_permanent_water_pct,0.011525826944316286,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009920,landcover_herbaceous_wetland_pct,7.403877050794615e-05,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009920,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009920,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:16
basin,HYBAS_4080009930,area_km2,595.3,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:16
basin,HYBAS_4080009930,distance_to_taihu_boundary_km,55.3025020764393,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:16
basin,HYBAS_4080009930,elevation_mean_m,4.752701282501221,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009930,elevation_median_m,3.6436500549316406,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009930,elevation_std_m,5.561916828155518,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009930,elevation_min_m,-8.730224609375,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009930,elevation_max_m,203.7235565185547,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:16
basin,HYBAS_4080009930,elevation_valid_frac,0.44346059068005445,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:16
basin,HYBAS_4080009930,landcover_tree_pct,0.061694665807067305,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:17
basin,HYBAS_4080009930,landcover_shrubland_pct,4.570321680789079e-05,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:17
basin,HYBAS_4080009930,landcover_grassland_pct,0.023169873291975476,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:17
basin,HYBAS_4080009930,landcover_cropland_pct,0.1900004084873005,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:17
basin,HYBAS_4080009930,landcover_built_up_pct,0.17275892914758173,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:17
basin,HYBAS_4080009930,landcover_bare_sparse_pct,0.014489636558784578,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:17
basin,HYBAS_4080009930,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:17
basin,HYBAS_4080009930,landcover_permanent_water_pct,0.021138566588462068,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:17
basin,HYBAS_4080009930,landcover_herbaceous_wetland_pct,0.0003102135441364608,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:17
basin,HYBAS_4080009930,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:17
basin,HYBAS_4080009930,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:17
basin,HYBAS_4080009980,area_km2,461.4,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:17
basin,HYBAS_4080009980,distance_to_taihu_boundary_km,38.119487507765946,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:17
basin,HYBAS_4080009980,elevation_mean_m,5.156369209289551,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:17
basin,HYBAS_4080009980,elevation_median_m,4.82223653793335,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:17
basin,HYBAS_4080009980,elevation_std_m,2.983591079711914,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:17
basin,HYBAS_4080009980,elevation_min_m,-4.886589527130127,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:17
basin,HYBAS_4080009980,elevation_max_m,122.51213836669922,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:17
basin,HYBAS_4080009980,elevation_valid_frac,0.400998131647025,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:17
basin,HYBAS_4080009980,landcover_tree_pct,0.06897462515762885,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:18
basin,HYBAS_4080009980,landcover_shrubland_pct,7.192929933086311e-06,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:18
basin,HYBAS_4080009980,landcover_grassland_pct,0.018191373408969258,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:18
basin,HYBAS_4080009980,landcover_cropland_pct,0.16701834261934106,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:18
basin,HYBAS_4080009980,landcover_built_up_pct,0.137090051594692,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:18
basin,HYBAS_4080009980,landcover_bare_sparse_pct,0.009781283089097722,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:18
basin,HYBAS_4080009980,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:18
basin,HYBAS_4080009980,landcover_permanent_water_pct,0.008442814911008553,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:18
basin,HYBAS_4080009980,landcover_herbaceous_wetland_pct,7.802060936428756e-05,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:18
basin,HYBAS_4080009980,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:18
basin,HYBAS_4080009980,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:18
basin,HYBAS_4080009990,area_km2,1193.2,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:18
basin,HYBAS_4080009990,distance_to_taihu_boundary_km,67.13857618384164,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:18
basin,HYBAS_4080009990,elevation_mean_m,4.780562877655029,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:18
basin,HYBAS_4080009990,elevation_median_m,3.7155158519744873,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:18
basin,HYBAS_4080009990,elevation_std_m,8.6253023147583,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:18
basin,HYBAS_4080009990,elevation_min_m,-8.374407768249512,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:18
basin,HYBAS_4080009990,elevation_max_m,228.61227416992188,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:18
basin,HYBAS_4080009990,elevation_valid_frac,0.3441795949022461,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:18
basin,HYBAS_4080009990,landcover_tree_pct,0.07422053787906288,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080009990,landcover_shrubland_pct,1.0492592525838643e-05,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080009990,landcover_grassland_pct,0.03949767220988638,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080009990,landcover_cropland_pct,0.19382361156557856,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080009990,landcover_built_up_pct,0.1700246770545025,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080009990,landcover_bare_sparse_pct,0.012197258031719954,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080009990,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080009990,landcover_permanent_water_pct,0.01694295608993878,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080009990,landcover_herbaceous_wetland_pct,0.0008577271301464792,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080009990,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080009990,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080010110,area_km2,311.4,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:19
basin,HYBAS_4080010110,distance_to_taihu_boundary_km,67.5090412941575,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:19
basin,HYBAS_4080010110,elevation_mean_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:19
basin,HYBAS_4080010110,elevation_median_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:19
basin,HYBAS_4080010110,elevation_std_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:19
basin,HYBAS_4080010110,elevation_min_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:19
basin,HYBAS_4080010110,elevation_max_m,,m,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:19
basin,HYBAS_4080010110,elevation_valid_frac,,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:19
basin,HYBAS_4080010110,landcover_tree_pct,0.022424888028532677,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080010110,landcover_shrubland_pct,5.562647931668433e-06,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080010110,landcover_grassland_pct,0.016394977670604095,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080010110,landcover_cropland_pct,0.05601864599586695,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080010110,landcover_built_up_pct,0.07337503465066107,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080010110,landcover_bare_sparse_pct,0.008763024708355004,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080010110,landcover_snow_ice_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080010110,landcover_permanent_water_pct,0.010404932956185803,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080010110,landcover_herbaceous_wetland_pct,2.225059172667373e-05,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080010110,landcover_mangroves_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080010110,landcover_moss_lichen_pct,,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:19
basin,HYBAS_4080727270,area_km2,2392.5,km²,Q00,HydroBASINS 汇水区域面积(SUB_AREA 单位 km²),hydrobasins_lev08,,2026-08-24 01:15:19
basin,HYBAS_4080727270,distance_to_taihu_boundary_km,58.236574182870434,km,Q00,流域质心到太湖边界距离(球面近似),hydrobasins_lev08,,2026-08-24 01:15:19
basin,HYBAS_4080727270,elevation_mean_m,2.454724073410034,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:19
basin,HYBAS_4080727270,elevation_median_m,2.058283567428589,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:19
basin,HYBAS_4080727270,elevation_std_m,2.1114351749420166,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:19
basin,HYBAS_4080727270,elevation_min_m,-8.011510848999023,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:19
basin,HYBAS_4080727270,elevation_max_m,26.110618591308594,m,Q00,,copernicus_dem_glo30,storage\silver\geo\copernicus_dem_glo30_taihu.tif,2026-08-24 01:15:19
basin,HYBAS_4080727270,elevation_valid_frac,0.3290177708060253,fraction,Q00,,copernicus_dem_glo30,,2026-08-24 01:15:19
basin,HYBAS_4080727270,landcover_tree_pct,0.07731816259030667,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:20
basin,HYBAS_4080727270,landcover_shrubland_pct,1.0767046733088242e-05,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:20
basin,HYBAS_4080727270,landcover_grassland_pct,0.04574817457890971,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:20
basin,HYBAS_4080727270,landcover_cropland_pct,0.21975375841582195,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:20
basin,HYBAS_4080727270,landcover_built_up_pct,0.11024878771961774,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:20
basin,HYBAS_4080727270,landcover_bare_sparse_pct,0.013655597497118654,%,Q00,,esa_worldcover_2021,,2026-08-24 01:15:20
